round,loss,accuracy,asr,macro_class_accuracy,worst_class_accuracy,local_loss,selected_clients,aggregated_clients,excluded_clients,attacked_client_rounds,poisoned_examples,aggregation_seconds,round_seconds,mean_method_weight,tp,fp,fn,tn,precision,recall,f1,fpr,mean_detection_round
105,0.05658379521369934,0.9813,0.0015,0.9811562529927984,0.9661190965092402,0.1422023927922257,60,60,40,0,0,0.012761600000885664,61.615431199999875,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
106,0.05650003614425659,0.9821,0.0016,0.9820191662713851,0.9672943508424182,0.14293653797849803,60,60,40,0,0,0.007666800000151852,61.08585889999995,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
107,0.05679499866962433,0.9814,0.0016,0.9812857764868423,0.9661190965092402,0.14003324188188546,60,60,40,0,0,0.006016000001181965,60.73130370000035,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
108,0.05575717902183533,0.9822,0.0016,0.9820717975634723,0.9681724845995893,0.1420061805831372,60,60,40,0,0,0.009644399999160669,60.8547606000011,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
109,0.05663784396648407,0.9818,0.0015,0.9816747170576392,0.9650924024640657,0.1389838618879569,60,60,40,0,0,0.008698600000570877,60.77841400000034,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
110,0.05666862215995789,0.9819,0.0015,0.9817750038327944,0.9661190965092402,0.1369688716171206,60,60,40,0,0,0.008072200000242447,60.910917600000175,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
111,0.05592055501937866,0.982,0.0015,0.9818791998417529,0.9650924024640657,0.1408080181515672,60,60,40,0,0,0.0086087999989104,60.402436399999715,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
112,0.056192268300056455,0.982,0.0016,0.9818958627594387,0.9681724845995893,0.14029912077291454,60,60,40,0,0,0.007630699999936041,60.415857199999664,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
113,0.05486636745929718,0.9822,0.0015,0.982083971120155,0.9692765113974232,0.13659551399242545,60,60,40,0,0,0.010837699999683537,60.501478100000895,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
114,0.055569210171699523,0.9825,0.0015,0.9823858740220504,0.9688715953307393,0.13941696750090665,60,60,40,0,0,0.010613800001010532,60.56595390000075,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
115,0.05334160521030426,0.9829,0.0014,0.9828062119795925,0.9688715953307393,0.14043556272724853,60,60,40,0,0,0.00682299999971292,60.44511429999875,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
