round,loss,accuracy,asr,macro_class_accuracy,worst_class_accuracy,local_loss,selected_clients,aggregated_clients,excluded_clients,attacked_client_rounds,poisoned_examples,aggregation_seconds,round_seconds,mean_method_weight,tp,fp,fn,tn,precision,recall,f1,fpr,mean_detection_round
93,1.6355263305664063,0.0108,0.9716,0.010997423817402843,0.0,0.44374677038627364,100,100,0,40,23960,0.011517899998580106,94.87824009999895,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
94,0.11433368377685547,0.9799,0.0031,0.9798755584821685,0.958374628344896,0.37888646993118646,100,100,0,40,23960,0.01836109999931068,95.16667690000031,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
95,1.6224697875976561,0.0101,0.9726,0.010302318170752466,0.0,0.4430643899527689,100,100,0,40,23960,0.008306099996843841,96.49726379999993,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
96,0.11500041694641114,0.98,0.003,0.9799643604930808,0.958374628344896,0.3799343375085543,100,100,0,40,23960,0.015298800000891788,94.95739639999738,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
97,1.6596744232177734,0.0111,0.9721,0.011294012100336804,0.0,0.43508941691803443,100,100,0,40,23960,0.009827499998209532,95.13992420000068,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
98,0.11399418640136719,0.9798,0.0032,0.9797602503891921,0.9593657086223984,0.37842757448429865,100,100,0,40,23960,0.011116400000901194,94.92856240000037,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
99,1.6181085510253905,0.0088,0.9738,0.008953414796346615,0.0,0.43946717813921476,100,100,0,40,23960,0.014683100002002902,95.25684790000014,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
100,0.11476895122528076,0.9799,0.0032,0.9798497132536473,0.9593657086223984,0.37781513954885304,100,100,0,40,23960,0.01308229999995092,94.95767440000054,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
101,1.641025881958008,0.0089,0.9743,0.009006712097389118,0.0,0.4330031525176018,100,100,0,40,23960,0.009147400000074413,95.1144923000029,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
102,0.11386111164093017,0.9808,0.0027,0.980773507102841,0.9623389494549058,0.37696660729559767,100,100,0,40,23960,0.014563199998519849,94.88983039999948,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
103,1.6371722534179687,0.0116,0.9713,0.011831230958857483,0.0,0.43413202374552695,100,100,0,40,23960,0.013533599998481805,94.63355599999704,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
104,0.1132561222076416,0.9808,0.0029,0.980765296225209,0.958374628344896,0.3763279301834603,100,100,0,40,23960,0.011055499999201857,97.25666960000308,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
105,1.5991841857910156,0.0065,0.9765,0.006587272848014508,0.0,0.4342789622396231,100,100,0,40,23960,0.009674299999460345,95.45262100000036,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
106,0.1118708475112915,0.9806,0.0032,0.9805339691196997,0.9603567888999008,0.3711475291851286,100,100,0,40,23960,0.012918500000523636,95.17865110000275,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
107,1.6461883850097656,0.0078,0.9757,0.007906708504441065,0.0,0.42706572435920437,100,100,0,40,23960,0.012185100000351667,95.12283010000101,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
108,0.11204912395477296,0.9809,0.0031,0.9808415800208208,0.9623389494549058,0.36990750515398885,100,100,0,40,23960,0.008733000002393965,95.4522169999982,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
109,1.6170425231933594,0.0102,0.9735,0.010371893738886676,0.0,0.43218625395589827,100,100,0,40,23960,0.009610799999791197,95.10256630000003,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
110,0.11207597179412841,0.9811,0.003,0.981028122896347,0.9603567888999008,0.3706777265761048,100,100,0,40,23960,0.009875100000499515,95.16842710000128,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
111,1.62773642578125,0.0068,0.9772,0.0068851389616122385,0.0,0.4303009028689314,100,100,0,40,23960,0.013110399999277433,94.96813889999976,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
112,0.11076523323059081,0.9812,0.0027,0.981125472956433,0.9603567888999008,0.36470955547442047,100,100,0,40,23960,0.012036100000841543,95.34278750000158,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
113,1.62204638671875,0.0104,0.9734,0.01056470520999606,0.0,0.42804847440123567,100,100,0,40,23960,0.013855299999704584,95.08078179999939,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
114,0.11146513252258301,0.9816,0.0028,0.9815265057304396,0.958374628344896,0.36785930017971746,100,100,0,40,23960,0.008442599999398226,94.83768480000072,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
115,1.5862211791992187,0.007,0.9774,0.007116094295338629,0.0,0.4312765261518459,100,100,0,40,23960,0.013612200000352459,97.09384219999993,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
116,0.1123780216217041,0.9813,0.003,0.9812297140220915,0.9613478691774033,0.3638625578709568,100,100,0,40,23960,0.009730800000397721,95.09961819999808,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
117,1.641061068725586,0.007,0.9769,0.007085131789421206,0.0,0.41577609410509475,100,100,0,40,23960,0.012401799998770002,95.1359612999986,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
118,0.10824046840667724,0.9816,0.0028,0.9815187686869493,0.9613478691774033,0.3624642120152711,100,100,0,40,23960,0.01051039999947534,96.11015730000145,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
119,1.5979138610839845,0.0117,0.9726,0.01192994920888597,0.0,0.42212919383496045,100,100,0,40,23960,0.011022299997421214,95.0521645000008,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
120,0.11077228775024414,0.9816,0.0027,0.9815086857472816,0.9613478691774033,0.3602977635816981,100,100,0,40,23960,0.013619900000776397,95.07332409999799,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
121,1.653758251953125,0.0058,0.9782,0.005840504850664424,0.0,0.4158620269304762,100,100,0,40,23960,0.01369689999773982,95.40105889999904,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
122,0.11004794082641602,0.9818,0.0028,0.9817024049321285,0.9633300297324083,0.3620497876002143,100,100,0,40,23960,0.015154500000789994,95.15405530000135,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
123,1.5926110748291016,0.008,0.9768,0.008147077388730009,0.0,0.41937686661755047,100,100,0,40,23960,0.014552600001479732,95.82655570000134,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
